0.0055407467	0.025003145	0.09657106	-0.013842894	0.04747847	-0.0077290153	-0.0194775	-0.029564988	-0.042575687	0.0039210636	0.028120881	0.023691922	0.034217853	0.05074388	0.05894312	-0.03666489
-0.018085092	-0.05470732	0.13223673	-0.032249283	0.005377758	0.023254858	-0.0033997153	-0.0046376935	0.008749648	0.06710373	0.00011753985	0.023006167	-0.019488733	0.029177386	0.089433685	-0.058671378
0.012345409	-0.020266365	0.070068695	0.04072568	0.0029765952	-0.11115413	-0.024352372	0.020145182	0.03604454	0.008288545	0.09256895	-0.007339014	0.007973827	0.0574091	0.07104563	0.0040216967
-0.0786104	0.026308829	0.07201417	0.018925712	0.015989104	0.031495906	-0.05578698	-0.021368252	0.037858933	-0.015940731	0.08442357	0.003623216	0.010993077	0.12002823	0.07090292	-0.053109653
0.025232105	0.05076903	0.1387998	-0.022257818	0.047397777	-0.043091103	-0.02517219	0.0048138723	0.019814754	0.013456472	0.09101071	-0.06931782	0.012535558	-0.005876253	0.104551464	0.007046695
-0.0050285757	-0.0386675	0.029961968	0.0063644797	0.013236329	0.01415239	0.011216319	-0.07365396	0.014284224	0.09100055	0.05240249	-0.020336395	0.0036000754	0.0438218	0.12970464	-0.01048674
-0.0028549198	-3.6351335e-05	0.081868656	0.061483458	0.0534351	-0.070951894	-0.046777032	0.06747066	-0.027491366	0.093181215	0.00015811103	0.051481027	0.04186901	0.053332172	0.10664701	-0.060173057
-0.008226908	0.044395756	0.051422566	0.030742655	0.019835379	0.017642599	-0.0093489755	0.0014669851	-0.034808833	0.07708503	0.062075064	-0.0039131646	0.025993722	0.017619409	0.13758971	-0.07643112
0.0022834796	0.026979176	0.10508583	0.069920614	0.05095127	-0.07258037	0.01055211	-0.027029658	0.020141024	0.01214404	0.022992292	0.060170382	-0.041408136	0.025673496	0.07589419	-0.043331653
0.03107834	-0.062815025	0.037991706	0.0033544074	0.021094505	-0.027104719	-0.030129362	-0.014304075	-0.009299884	-0.006260019	0.0009435162	0.0069663133	-0.07092934	0.0440877	0.08490447	-0.092220515
-0.021699606	-0.08568666	0.0798526	-0.02425758	-0.036080446	-0.016600678	-0.007014075	0.02701971	0.02305431	0.041506052	-0.02634591	-0.0025403842	0.02843747	0.021642428	0.017144334	-0.029601632
0.012638158	-0.03834338	0.08247871	0.0999761	0.021955052	0.01224673	-0.03277377	0.03911181	-0.016353166	0.041031897	0.0068172906	0.010995103	0.021013424	0.040704887	0.15060213	-0.056570396
-0.04867077	0.040144872	0.04697648	-0.0057678646	-0.022353517	-0.038421333	-0.01598001	-0.022172395	0.011964104	0.083480604	0.03741597	0.08528286	-0.001955755	-0.018937211	-0.057418708	0.018794838
-0.09865916	0.02911525	0.04825289	0.081533246	0.0062577045	0.056710247	0.011074487	0.011452455	0.00766115	0.030056182	0.0042208196	0.038995285	0.012011421	-0.0648686	0.09571126	-0.0438082
-0.008145697	0.03809813	0.06281939	-0.0739469	0.008332264	-0.058450963	-0.0075200903	0.089103	0.0001780699	0.027873723	0.037575662	-0.026111864	0.008315286	0.045970432	0.118746914	-0.02752937
-0.018147532	-0.088485956	0.12528321	0.032728992	0.007359296	-0.020311423	-0.016901314	-0.008075589	-0.04874943	0.009730801	-0.057739057	-0.025054691	0.006374453	0.0796804	0.005841251	0.018077081
-0.07222177	-0.03833937	0.08409493	0.0493478	-0.004284603	0.017960066	-0.049884975	0.06549782	-0.042445164	0.03486667	0.014101349	0.026052402	-0.024564313	0.037989266	0.016717728	0.030206235
-0.123642854	-0.043187663	0.090117544	0.00232005	-0.018011346	0.014494319	0.020630235	0.061503574	0.0143346535	0.030569067	-0.009972983	0.039032955	0.009465418	-0.0115841	0.02473043	-0.0075717513
-0.03860609	0.04173471	0.089802	0.033746827	-0.07871505	0.0068125874	0.0019613341	0.0031977831	0.0019412573	0.07636532	0.06190889	0.04373426	-0.02235742	-0.022929205	0.028406518	-0.04014853
-0.050316107	0.0068482705	0.07658742	0.04577519	0.00086888694	-0.029869497	-0.10591946	0.017948596	0.02007952	-0.021633413	-0.012880572	0.10471293	-0.023924362	0.06488152	0.1120556	-0.00485669
-0.047753494	0.032793075	0.113961056	-0.01896574	0.07131745	0.012545012	0.06553781	-0.00022731477	0.062468234	-0.038690727	0.053966153	0.044305507	-0.022516476	0.029507643	0.07485223	0.01565976
-0.09642705	0.03303149	0.13378496	0.07344297	-0.070812225	0.04679823	-0.01613157	-0.006193887	0.053848345	-0.06220325	-0.037110437	0.029233685	0.0051284484	-0.059930347	0.05186499	0.05133825
-0.030209439	-0.013843052	0.11790752	-0.13882515	-0.054066785	-0.073982574	0.02827943	0.031749424	0.061010707	-0.07793784	0.05440348	0.0516397	-0.10332894	0.06279306	-0.12211331	-0.08073429
-0.09195813	0.021023002	0.013696838	-0.0015211551	-0.012008718	-0.05418283	0.09173791	0.010574624	-0.049966466	-0.07168238	-0.08647618	-0.06609166	-0.054825686	-0.022605471	0.13068749	-0.03254813
-0.08605887	0.0086859455	0.066771	0.074153826	0.0060099317	-0.027153881	-0.062487934	0.047989853	0.026823172	0.028850162	0.15757687	0.041501857	0.0044093537	-0.007743594	0.0717461	-0.14003278
